financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
12_17/18,2017/2018,12.0,28.0,2018-03-03,Bakerloo,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.5016299821131481,287601.7010991935
12_17/18,2017/2018,12.0,28.0,2018-03-03,Central,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.6248336771748086,1014067.1513383673
12_17/18,2017/2018,12.0,28.0,2018-03-03,Waterloo & City,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.3067229944562618,27480.303255137293
12_17/18,2017/2018,12.0,28.0,2018-03-03,Circle & Hammersmith & City,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.7189747031244834,303486.6341823397
12_17/18,2017/2018,12.0,28.0,2018-03-03,District,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.6063732767498262,769263.0394021705
12_17/18,2017/2018,12.0,28.0,2018-03-03,Jubilee,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.3803572164346089,841166.2597873029
12_17/18,2017/2018,12.0,28.0,2018-03-03,Metropolitan,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.886551231389525,612017.3604801405
12_17/18,2017/2018,12.0,28.0,2018-03-03,Northern,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.34421124946963916,1133525.5768863687
12_17/18,2017/2018,12.0,28.0,2018-03-03,Piccadilly,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.6223895076719802,919284.9209356426
12_17/18,2017/2018,12.0,28.0,2018-03-03,Victoria,3014668.990000004,5.414462901550381,6496743.493000001,0.9575513851441775,,0.42241906296609955,588850.5456333371
13_17/18,2017/2018,13.0,28.0,2018-03-31,Bakerloo,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.461223060531642,286951.40615617175
13_17/18,2017/2018,13.0,28.0,2018-03-31,Central,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.5745025440779999,1011774.2485569185
13_17/18,2017/2018,13.0,28.0,2018-03-31,Waterloo & City,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.2820160741640784,27418.167662158467
13_17/18,2017/2018,13.0,28.0,2018-03-31,Circle & Hammersmith & City,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.661060392807831,302800.42188690073
13_17/18,2017/2018,13.0,28.0,2018-03-31,District,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.5575291519637912,767523.6621228817
13_17/18,2017/2018,13.0,28.0,2018-03-31,Jubilee,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.3497189675949163,839264.3024522471
13_17/18,2017/2018,13.0,28.0,2018-03-31,Metropolitan,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.8151384224225682,610633.5307147371
13_17/18,2017/2018,13.0,28.0,2018-03-31,Northern,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.3164846034143108,1130962.5671836524
13_17/18,2017/2018,13.0,28.0,2018-03-31,Piccadilly,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.5722552554813259,917206.3298390121
13_17/18,2017/2018,13.0,28.0,2018-03-31,Victoria,2795361.4899999984,4.97832115231265,6482053.734825901,0.9666526367142465,,0.38839267985418563,587519.0982512201
01_18/19,2018/2019,1.0,28.0,2018-04-28,Bakerloo,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.4088913364608573,289286.8472450007
01_18/19,2018/2019,1.0,28.0,2018-04-28,Central,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.5093177968539587,1020008.8802820296
01_18/19,2018/2019,1.0,28.0,2018-04-28,Waterloo & City,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.25001770149019514,27641.318739187016
01_18/19,2018/2019,1.0,28.0,2018-04-28,Circle & Hammersmith & City,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.5860545376568165,305264.85499932995
01_18/19,2018/2019,1.0,28.0,2018-04-28,District,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.49427025569707667,773770.3863372063
01_18/19,2018/2019,1.0,28.0,2018-04-28,Jubilee,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.31003882564060625,846094.9096361952
01_18/19,2018/2019,1.0,28.0,2018-04-28,Metropolitan,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.722650421166642,615603.3569893356
01_18/19,2018/2019,1.0,28.0,2018-04-28,Northern,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.2805753301020905,1140167.249205286
01_18/19,2018/2019,1.0,28.0,2018-04-28,Piccadilly,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.5073254922266748,924671.2918628406
01_18/19,2018/2019,1.0,28.0,2018-04-28,Victoria,2515368.220000001,4.413466202132414,6534809.896000001,0.9665872239856901,,0.3443245048374955,592300.8007035889
02_18/19,2018/2019,2.0,28.0,2018-05-26,Bakerloo,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.4107444210679747,288518.7029373359
02_18/19,2018/2019,2.0,28.0,2018-05-26,Central,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.5116260114951642,1017300.4473801609
02_18/19,2018/2019,2.0,28.0,2018-05-26,Waterloo & City,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.2511507750303402,27567.92265551414
02_18/19,2018/2019,2.0,28.0,2018-05-26,Circle & Hammersmith & City,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.5887105211561565,304454.2842356364
02_18/19,2018/2019,2.0,28.0,2018-05-26,District,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.496510275283982,771715.7913102807
02_18/19,2018/2019,2.0,28.0,2018-05-26,Jubilee,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.3114439133110279,843848.2710670008
02_18/19,2018/2019,2.0,28.0,2018-05-26,Metropolitan,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.7259254535588213,613968.7433905698
02_18/19,2018/2019,2.0,28.0,2018-05-26,Northern,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.281846889998295,1137139.7593950727
02_18/19,2018/2019,2.0,28.0,2018-05-26,Piccadilly,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.509624677796564,922216.0091700053
02_18/19,2018/2019,2.0,28.0,2018-05-26,Victoria,2122222.300000004,4.433467912987902,6517457.994,0.9752783589758062,,0.3458849742895764,590728.0624584225
03_18/19,2018/2019,3.0,28.0,2018-06-23,Bakerloo,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.39350719197051126,288420.57486953825
03_18/19,2018/2019,3.0,28.0,2018-06-23,Central,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.4901552030799621,1016954.4534246399
03_18/19,2018/2019,3.0,28.0,2018-06-23,Waterloo & City,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.24061102518797525,27558.546532039858
03_18/19,2018/2019,3.0,28.0,2018-06-23,Circle & Hammersmith & City,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.564004797585108,304350.73631884425
03_18/19,2018/2019,3.0,28.0,2018-06-23,District,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.47567381123156277,771453.3231280823
03_18/19,2018/2019,3.0,28.0,2018-06-23,Jubilee,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.2983739120903313,843561.2699141772
03_18/19,2018/2019,3.0,28.0,2018-06-23,Metropolitan,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.6954613919456688,613759.9265413892
03_18/19,2018/2019,3.0,28.0,2018-06-23,Northern,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.2700189523219262,1136753.0069028798
03_18/19,2018/2019,3.0,28.0,2018-06-23,Piccadilly,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.48823785700406297,921902.3543734512
03_18/19,2018/2019,3.0,28.0,2018-06-23,Victoria,2543992.730000006,4.24741376789757,6515241.342,0.9687702116417478,,0.33136962548046134,590527.1499949575
04_18/19,2018/2019,4.0,28.0,2018-07-21,Bakerloo,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.43967241392624606,287095.4420918856
04_18/19,2018/2019,4.0,28.0,2018-07-21,Central,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.5476589138244418,1012282.1110294332
04_18/19,2018/2019,4.0,28.0,2018-07-21,Waterloo & City,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.2688388736478127,27431.930276141364
04_18/19,2018/2019,4.0,28.0,2018-07-21,Circle & Hammersmith & City,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.630172347240889,302952.41327347467
04_18/19,2018/2019,4.0,28.0,2018-07-21,District,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.5314786034237242,767908.9224369441
04_18/19,2018/2019,4.0,28.0,2018-07-21,Jubilee,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.3333783495149039,839685.5731500778
04_18/19,2018/2019,4.0,28.0,2018-07-21,Metropolitan,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.7770510812218486,610940.0396569755
04_18/19,2018/2019,4.0,28.0,2018-07-21,Northern,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.301696860935934,1131530.2565140645
04_18/19,2018/2019,4.0,28.0,2018-07-21,Piccadilly,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.5455166297830721,917666.723721484
04_18/19,2018/2019,4.0,28.0,2018-07-21,Victoria,2415713.240000002,4.745709106163025,6485307.416999999,0.9698021047248879,,0.370245032644152,587814.0048495182
05_18/19,2018/2019,5.0,28.0,2018-08-18,Bakerloo,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.3756619436099976,287932.33605751506
05_18/19,2018/2019,5.0,28.0,2018-08-18,Central,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.4679270417842077,1015232.95129378
05_18/19,2018/2019,5.0,28.0,2018-08-18,Waterloo & City,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.22969950034072675,27511.895380241913
05_18/19,2018/2019,5.0,28.0,2018-08-18,Circle & Hammersmith & City,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.5384276140042251,303835.5309039535
05_18/19,2018/2019,5.0,28.0,2018-08-18,District,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.4541023699130126,770147.4057045914
05_18/19,2018/2019,5.0,28.0,2018-08-18,Jubilee,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.28484288476936426,842133.2880426414
05_18/19,2018/2019,5.0,28.0,2018-08-18,Metropolitan,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.6639227529635661,612720.9527527213
05_18/19,2018/2019,5.0,28.0,2018-08-18,Northern,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.25777380060792254,1134828.709588428
05_18/19,2018/2019,5.0,28.0,2018-08-18,Piccadilly,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.4660966458774939,920341.7565884135
05_18/19,2018/2019,5.0,28.0,2018-08-18,Victoria,2596055.3199999994,4.054796821817263,6504212.331,0.9663699323483432,,0.316342267946746,589527.5046877135
06_18/19,2018/2019,6.0,28.0,2018-09-15,Bakerloo,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.31626024844113043,289287.9729510817
06_18/19,2018/2019,6.0,28.0,2018-09-15,Central,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.39393589104312543,1020012.8494572968
06_18/19,2018/2019,6.0,28.0,2018-09-15,Waterloo & City,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.1933781749262835,27641.426300249284
06_18/19,2018/2019,6.0,28.0,2018-09-15,Circle & Hammersmith & City,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.4532885320673444,305266.04288086295
06_18/19,2018/2019,6.0,28.0,2018-09-15,District,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.3822972509440358,773773.3973210705
06_18/19,2018/2019,6.0,28.0,2018-09-15,Jubilee,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.23980198962440225,846098.20205752
06_18/19,2018/2019,6.0,28.0,2018-09-15,Metropolitan,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.5589397019570459,615605.7524955573
06_18/19,2018/2019,6.0,28.0,2018-09-15,Northern,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.21701321522872086,1140171.685954547
06_18/19,2018/2019,6.0,28.0,2018-09-15,Piccadilly,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.39239492722166386,924674.8900495749
06_18/19,2018/2019,6.0,28.0,2018-09-15,Victoria,1920940.2400000037,3.4136304516849267,6534835.324999998,0.9774247970557577,,0.2663205202311741,592303.1055322372
07_18/19,2018/2019,7.0,28.0,2018-10-13,Bakerloo,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.5211165983935947,279152.5569763137
07_18/19,2018/2019,7.0,28.0,2018-10-13,Central,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.6491063373832638,984275.9523322777
07_18/19,2018/2019,7.0,28.0,2018-10-13,Waterloo & City,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.31863813810892033,26672.9886883051
07_18/19,2018/2019,7.0,28.0,2018-10-13,Circle & Hammersmith & City,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.7469044215518292,294570.8235255387
07_18/19,2018/2019,7.0,28.0,2018-10-13,District,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.6299288132768985,746663.6797201087
07_18/19,2018/2019,7.0,28.0,2018-10-13,Jubilee,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.39513279881693975,816454.5319599512
07_18/19,2018/2019,7.0,28.0,2018-10-13,Metropolitan,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.9209907271833555,594037.5541554983
07_18/19,2018/2019,7.0,28.0,2018-10-13,Northern,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.35758268414659383,1100224.9360018414
07_18/19,2018/2019,7.0,28.0,2018-10-13,Piccadilly,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.6465672202199598,892278.228147353
07_18/19,2018/2019,7.0,28.0,2018-10-13,Victoria,2436016.469999997,5.624796343907155,6305882.584000001,0.9398058865588879,,0.4388286048257993,571551.3324928123
08_18/19,2018/2019,8.0,28.0,2018-11-10,Bakerloo,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.5399409315894635,288431.4476789516
08_18/19,2018/2019,8.0,28.0,2018-11-10,Central,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.6725540533303651,1016992.7903288609
08_18/19,2018/2019,8.0,28.0,2018-11-10,Waterloo & City,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.3301483269978631,27559.585427494134
08_18/19,2018/2019,8.0,28.0,2018-11-10,Circle & Hammersmith & City,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.7738849048833927,304362.20965964976
08_18/19,2018/2019,8.0,28.0,2018-11-10,District,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.6526837781107885,771482.4051897816
08_18/19,2018/2019,8.0,28.0,2018-11-10,Jubilee,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.40940620995846777,843593.0702838992
08_18/19,2018/2019,8.0,28.0,2018-11-10,Metropolitan,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.9542597429319396,613783.0639153781
08_18/19,2018/2019,8.0,28.0,2018-11-10,Northern,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.37049966973522896,1136795.859944136
08_18/19,2018/2019,8.0,28.0,2018-11-10,Piccadilly,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.6699232154510971,921937.1080265197
08_18/19,2018/2019,8.0,28.0,2018-11-10,Victoria,2821205.570000006,5.827981275768875,6515486.952,0.9623876163794388,,0.45468044278026787,590549.4115453279
09_18/19,2018/2019,9.0,28.0,2018-12-08,Bakerloo,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.5246832276758555,293110.30655490956
09_18/19,2018/2019,9.0,28.0,2018-12-08,Central,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.6535489547885602,1033490.1791611352
09_18/19,2018/2019,9.0,28.0,2018-12-08,Waterloo & City,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.3208189631245265,28006.649753984228
09_18/19,2018/2019,9.0,28.0,2018-12-08,Circle & Hammersmith & City,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.752016389178976,309299.4931550242
09_18/19,2018/2019,9.0,28.0,2018-12-08,District,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.6342401757591126,783997.1893030085
09_18/19,2018/2019,9.0,28.0,2018-12-08,Jubilee,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.3978371690384727,857277.6145884711
09_18/19,2018/2019,9.0,28.0,2018-12-08,Metropolitan,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.9272941773255862,623739.6909046435
09_18/19,2018/2019,9.0,28.0,2018-12-08,Northern,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.36003005365283897,1155236.6625759362
09_18/19,2018/2019,9.0,28.0,2018-12-08,Piccadilly,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.6509924593846598,936892.5286496076
09_18/19,2018/2019,9.0,28.0,2018-12-08,Victoria,2627007.3699999982,5.66329360806795,6621179.4629999995,0.9647083272240803,,0.44183203813936117,600129.1483532788
10_18/19,2018/2019,10.0,28.0,2019-01-05,Bakerloo,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.2819036387542819,274694.7279594245
10_18/19,2018/2019,10.0,28.0,2019-01-05,Central,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.3511410671064432,968557.9021433075
10_18/19,2018/2019,10.0,28.0,2019-01-05,Waterloo & City,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.1723707340270706,26247.04373465751
10_18/19,2018/2019,10.0,28.0,2019-01-05,Circle & Hammersmith & City,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.4040459944783652,289866.7778995031
10_18/19,2018/2019,10.0,28.0,2019-01-05,District,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.3407667788098362,734740.0955216808
10_18/19,2018/2019,10.0,28.0,2019-01-05,Jubilee,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.21375134494090237,803416.4471830649
10_18/19,2018/2019,10.0,28.0,2019-01-05,Metropolitan,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.4982198572301921,584551.2794291631
10_18/19,2018/2019,10.0,28.0,2019-01-05,Northern,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.19343820582032514,1082655.279116233
10_18/19,2018/2019,10.0,28.0,2019-01-05,Piccadilly,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.34976750431883424,878029.3034029122
10_18/19,2018/2019,10.0,28.0,2019-01-05,Victoria,1813386.8099999994,3.0427941874950237,6205183.0,0.9740729979073354,,0.23738906200877255,562424.1436100526
11_18/19,2018/2019,11.0,28.0,2019-02-02,Bakerloo,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.40441325568085684,296740.22224306216
11_18/19,2018/2019,11.0,28.0,2019-02-02,Central,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.5037398693372132,1046289.0542978779
11_18/19,2018/2019,11.0,28.0,2019-02-02,Waterloo & City,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.2472795670181034,28353.48770215968
11_18/19,2018/2019,11.0,28.0,2019-02-02,Circle & Hammersmith & City,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.5796362075845082,313129.8978096307
11_18/19,2018/2019,11.0,28.0,2019-02-02,District,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.4888571252763619,793706.3112044774
11_18/19,2018/2019,11.0,28.0,2019-02-02,Jubilee,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.3066433540755392,867894.2506899853
11_18/19,2018/2019,11.0,28.0,2019-02-02,Metropolitan,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.7147361254280837,631464.1633599104
11_18/19,2018/2019,11.0,28.0,2019-02-02,Northern,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.27750253574076333,1169543.2618023537
11_18/19,2018/2019,11.0,28.0,2019-02-02,Piccadilly,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.501769383956912,948495.126073868
11_18/19,2018/2019,11.0,28.0,2019-02-02,Victoria,2315609.179999996,4.36513096875717,6703177.0,0.97476851495037,,0.34055354465882814,607561.2248166738
12_18/19,2018/2019,12.0,28.0,2019-03-02,Bakerloo,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.4346809452428092,295647.8946819896
12_18/19,2018/2019,12.0,28.0,2019-03-02,Central,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.5414415068846962,1042437.5697831769
12_18/19,2018/2019,12.0,28.0,2019-03-02,Waterloo & City,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.26578682676881843,28249.11595290544
12_18/19,2018/2019,12.0,28.0,2019-03-02,Circle & Hammersmith & City,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.6230181901075547,311977.2383724038
12_18/19,2018/2019,12.0,28.0,2019-03-02,District,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.5254448866817153,790784.6065815844
12_18/19,2018/2019,12.0,28.0,2019-03-02,Jubilee,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.3295936053766951,864699.4535608367
12_18/19,2018/2019,12.0,28.0,2019-03-02,Metropolitan,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.7682294539955378,629139.6867377198
12_18/19,2018/2019,12.0,28.0,2019-03-02,Northern,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.29827178720932646,1165238.0674169194
12_18/19,2018/2019,12.0,28.0,2019-03-02,Piccadilly,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.5393235435497544,945003.6298421748
12_18/19,2018/2019,12.0,28.0,2019-03-02,Victoria,2414351.649999998,4.691832497956972,6678502.0,0.9712451319597215,,0.36604175214006435,605324.7370702885
13_18/19,2018/2019,13.0,29.0,2019-03-31,Bakerloo,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.44516507446671433,303038.0052550526
13_18/19,2018/2019,13.0,29.0,2019-03-31,Central,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.5545006087098158,1068494.6770543081
13_18/19,2018/2019,13.0,29.0,2019-03-31,Waterloo & City,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.2721973756285101,28955.240008711087
13_18/19,2018/2019,13.0,29.0,2019-03-31,Circle & Hammersmith & City,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.6380448511227562,319775.5225114835
13_18/19,2018/2019,13.0,29.0,2019-03-31,District,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.5381181638343039,810551.3148424365
13_18/19,2018/2019,13.0,29.0,2019-03-31,Jubilee,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.3375431186644511,886313.7612871111
13_18/19,2018/2019,13.0,29.0,2019-03-31,Metropolitan,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.7867584853631315,644865.8662050047
13_18/19,2018/2019,13.0,29.0,2019-03-31,Northern,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.3054658452769073,1194364.7357174521
13_18/19,2018/2019,13.0,29.0,2019-03-31,Piccadilly,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.5523315619272602,968625.246779415
13_18/19,2018/2019,13.0,29.0,2019-03-31,Victoria,2552718.0799999926,4.804995448263021,6845440.0,0.96902888313187,,0.37487036326917056,620455.6303390245
01_19/20,2019/2020,1.0,27.0,2019-04-27,Bakerloo,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.3965868027656303,277258.85347076977
01_19/20,2019/2020,1.0,27.0,2019-04-27,Central,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.49399118698442385,977598.8620647062
01_19/20,2019/2020,1.0,27.0,2019-04-27,Waterloo & City,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.24249406144681213,26492.045577020388
01_19/20,2019/2020,1.0,27.0,2019-04-27,Circle & Hammersmith & City,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.5684187328284369,292572.5262246525
01_19/20,2019/2020,1.0,27.0,2019-04-27,District,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.4793964628982035,741598.4937047492
01_19/20,2019/2020,1.0,27.0,2019-04-27,Jubilee,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.30070900415320817,810915.9016638978
01_19/20,2019/2020,1.0,27.0,2019-04-27,Metropolitan,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.7009041143505618,590007.7469027406
01_19/20,2019/2020,1.0,27.0,2019-04-27,Northern,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.27213213677554005,1092761.2758413854
01_19/20,2019/2020,1.0,27.0,2019-04-27,Piccadilly,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.4920588356435796,886225.2282147515
01_19/20,2019/2020,1.0,27.0,2019-04-27,Victoria,2511501.760000002,4.280654281814111,6263105.0,0.968259013524016,,0.3339629439677144,567674.0663353263
02_19/20,2019/2020,2.0,28.0,2019-04-28,Bakerloo,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.41466918290302657,286790.45728666487
02_19/20,2019/2020,2.0,28.0,2019-04-28,Central,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.5165147212152257,1011206.7520470293
02_19/20,2019/2020,2.0,28.0,2019-04-28,Waterloo & City,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.2535505811533786,27402.789019661857
02_19/20,2019/2020,2.0,28.0,2019-04-28,Circle & Hammersmith & City,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.594335791925068,302630.58342455706
02_19/20,2019/2020,2.0,28.0,2019-04-28,District,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.5012545505052471,767093.1639162577
02_19/20,2019/2020,2.0,28.0,2019-04-28,Jubilee,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.3144198348866493,838793.565464035
02_19/20,2019/2020,2.0,28.0,2019-04-28,Metropolitan,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.732861846043015,610291.030994077
